Bill_No,Customer_ID,Gender,Customer_Location,Purchase_ID,Date_Purchase,Week_Purchase,Time,Time_Bucket,Categories,Purchase_Item,"Purchase_Qty (kg,ltre)",Payment_Mode,Price,Gross Sale,%,Total Sales
138,MPM_VVMID27881,Male,Maddilapalem,PRE_PRCS0153256,01-01-2026,Thursday,17:05,Evening,Home & Kitchen,Chopping Boards,1,Debit Card,91.98,91.98,0.25,91.73
139,MVPC_VVMID29363,Male,MVP Colony,PRE_PRCS0153656,07-01-2026,Wednesday,17:08,Evening,Apparel,Indo-Western Kurta,2,UPI,457.50,915.00,5.75,909.25
140,VKPM_VVMID00414,Male,Visakhapatnam,PRE_PRCS0154056,25-12-2025,Thursday,17:11,Evening,General Merchandise,Plug Adapters,2,UPI,399.60,799.20,5.75,793.45
141,JMBJ_VVMID23218,Male,Jagadamba Junction,PRE_PRCS0154456,08-01-2026,Thursday,17:14,Evening,Apparel,Angrakha,2,UPI,890.00,1780.00,5.75,1774.25
142,JMBJ_VVMID23237,Female,Jagadamba Junction,PRE_PRCS0154856,05-01-2026,Monday,17:17,Evening,Grocery & Staples,Jowar Flour,1,UPI,180.60,180.60,0.25,180.35
143,VKPM_VVMID00417,Male,Visakhapatnam,PRE_PRCS0155256,09-01-2026,Friday,17:20,Evening,Apparel,Jodhpuri Suit,2,Cash,1258.50,2517.00,5.75,2511.25
144,VKPM_VVMID00420,Female,Visakhapatnam,PRE_PRCS0155656,06-01-2026,Tuesday,17:23,Evening,Grocery & Staples,Bajra Flour,1,Cash,330.00,330.00,0.25,329.75
145,AN-VVMID007819,Male,Auto Nagar,PRE_PRCS0156056,07-01-2026,Wednesday,17:26,Evening,Dairy & Frozen,Cream Cheese,1,Debit Card,111.66,111.66,0.25,111.41
146,AN-VVMID007833,Male,Auto Nagar,PRE_PRCS0156456,25-01-2026,Sunday,17:29,Evening,Fruits & Vegitables,Tamarind,2,Debit Card,128.90,257.80,5.75,252.05
147,SKLM_VVMID800920,Male,Srikakulam,PRE_PRCS0156856,21-12-2025,Sunday,17:32,Evening,Personal Care,Face Scrub,1,Net Banking,329.50,329.50,0.25,329.25
148,MVPC_VVMID29367,Male,MVP Colony,PRE_PRCS0157256,30-12-2025,Tuesday,17:35,Evening,Home & Kitchen,Graters / Peelers / Slicers,1,UPI,179.00,179.00,0.25,178.75
149,VKPM_VVMID00423,Female,Visakhapatnam,PRE_PRCS0157656,10-01-2026,Saturday,17:38,Evening,Apparel,"T-Shirts (Round Neck, V-Neck, Polo)",2,Debit Card,879.00,1758.00,5.75,1752.25
150,VKPM_VVMID00426,Male,Visakhapatnam,PRE_PRCS0158056,24-12-2025,Wednesday,17:41,Evening,General Merchandise,Switches & Sockets,2,Net Banking,499.40,998.80,5.75,993.05
151,VKPM_VVMID00429,Male,Visakhapatnam,PRE_PRCS0158456,25-12-2025,Thursday,17:44,Evening,General Merchandise,USB Chargers,2,Cash,300.00,600.00,5.75,594.25
152,VKPM_VVMID00432,Female,Visakhapatnam,PRE_PRCS0158856,07-01-2026,Wednesday,17:47,Evening,Grocery & Staples,Broken Wheat (Dalia),2,Debit Card,189.50,379.00,5.75,373.25
153,VKPM_VVMID00435,Male,Visakhapatnam,PRE_PRCS0159256,08-01-2026,Thursday,17:50,Evening,Dairy & Frozen,Cheese Blocks,1,UPI,89.26,89.26,0.25,89.01
154,VKPM_VVMID00438,Male,Visakhapatnam,PRE_PRCS0159656,26-01-2026,Monday,17:53,Evening,Fruits & Vegitables,Star Fruit,2,UPI,179.80,359.60,5.75,353.85
155,GJA_VVMID18265,Male,Gajuwaka,PRE_PRCS0160056,22-12-2025,Monday,17:56,Evening,Personal Care,Face Pack/Mask,1,UPI,329.50,329.50,0.25,329.25
156,JMBJ_VVMID23256,Male,Jagadamba Junction,PRE_PRCS0160456,31-12-2025,Wednesday,17:59,Evening,Home & Kitchen,Rolling Pins (Belan) & Boards (Chakla),1,UPI,119.90,119.90,0.25,119.65
157,VKPM_VVMID00441,Male,Visakhapatnam,PRE_PRCS0160856,11-01-2026,Sunday,18:02,Evening,Apparel,"Shirts (Casual, Formal, Checks, Stripes)",1,Cash,1185.80,1185.80,0.25,1185.55
158,VKPM_VVMID00444,Male,Visakhapatnam,PRE_PRCS0161256,24-12-2025,Wednesday,18:05,Evening,General Merchandise,Power Banks,2,UPI,120.00,240.00,5.75,234.25
159,AN-VVMID007847,Male,Auto Nagar,PRE_PRCS0161656,23-12-2025,Tuesday,18:08,Evening,Personal Care,Toner,1,Cash,80.00,80.00,0.25,79.75
160,GJA_VVMID18275,Female,Gajuwaka,PRE_PRCS0162056,24-12-2025,Wednesday,18:11,Evening,Personal Care,Cleanser,1,Credit Card,94.78,94.78,0.25,94.53
161,AN-VVMID007861,Male,Auto Nagar,PRE_PRCS0162456,25-12-2025,Thursday,18:14,Evening,Personal Care,Cold Cream,1,Debit Card,99.42,99.42,0.25,99.17
162,VKPM_VVMID00447,Female,Visakhapatnam,PRE_PRCS0162856,08-01-2026,Thursday,18:17,Evening,Grocery & Staples,Flattened Rice (Poha),2,Cash,329.50,659.00,5.75,653.25
163,VKPM_VVMID00450,Male,Visakhapatnam,PRE_PRCS0163256,09-01-2026,Friday,18:20,Evening,Dairy & Frozen,Grated Cheese,1,UPI,179.00,179.00,0.25,178.75
164,VKPM_VVMID00453,Male,Visakhapatnam,PRE_PRCS0163656,27-01-2026,Tuesday,18:23,Evening,Fruits & Vegitables,Jamun (Indian Blackberry),2,UPI,134.90,269.80,5.75,264.05
165,VKPM_VVMID00456,Male,Visakhapatnam,PRE_PRCS0164056,26-12-2025,Friday,18:26,Evening,Personal Care,Fairness Cream,2,UPI,329.50,659.00,5.75,653.25
166,VKPM_VVMID00459,Male,Visakhapatnam,PRE_PRCS0164456,01-01-2026,Thursday,18:29,Evening,Home & Kitchen,Strainers / Sieves,1,Cash,299.00,299.00,0.25,298.75
167,VKPM_VVMID00462,Female,Visakhapatnam,PRE_PRCS0164856,12-01-2026,Monday,18:32,Evening,Apparel,Casual Shirts,1,UPI,1278.70,1278.70,0.25,1278.45
168,VZNM_VVMID07033,Male,Vizianagaram,PRE_PRCS0165256,25-12-2025,Thursday,18:35,Evening,General Merchandise,Mobile/Laptop Chargers,2,UPI,221.90,443.80,5.75,438.05
169,VKPM_VVMID00465,Male,Visakhapatnam,PRE_PRCS0165656,09-01-2026,Friday,18:38,Evening,Grocery & Staples,Puffed Rice,2,UPI,120.00,240.00,5.75,234.25
170,VKPM_VVMID00468,Female,Visakhapatnam,PRE_PRCS0166056,27-12-2025,Saturday,18:41,Evening,Personal Care,Anti-Aging Cream,2,UPI,490.00,980.00,5.75,974.25
171,VZNM_VVMID07041,Male,Vizianagaram,PRE_PRCS0166456,31-12-2025,Wednesday,18:44,Evening,Toys & Games,"Ben 10, Shinchan, Motu Patlu action figures",1,UPI,340.00,340.00,0.25,339.75
172,VKPM_VVMID00471,Male,Visakhapatnam,PRE_PRCS0166856,13-01-2026,Tuesday,18:47,Evening,Apparel,Formal Shirts,2,Net Banking,329.50,659.00,5.75,653.25
173,NAD_VVMID30377,Male,NAD Junction,PRE_PRCS0167256,10-01-2026,Saturday,18:50,Evening,Dairy & Frozen,Cottage Cheese,1,Cash,109.66,109.66,0.25,109.41
174,DN_VVMID014711,Male,Dwaraka Nagar,PRE_PRCS0167656,11-01-2026,Sunday,18:53,Evening,Dairy & Frozen,Salted Butter,1,Credit Card,180.00,180.00,0.25,179.75
175,NAD_VVMID30381,Male,NAD Junction,PRE_PRCS0168056,28-01-2026,Wednesday,18:56,Evening,Fruits & Vegitables,Pear,2,Cash,80.00,160.00,5.75,154.25
176,NAD_VVMID30385,Male,NAD Junction,PRE_PRCS0168456,28-12-2025,Sunday,18:59,Evening,Personal Care,Bathing Soap,2,Cash,160.00,320.00,5.75,314.25
177,VKPM_VVMID00474,Male,Visakhapatnam,PRE_PRCS0168856,20-12-2025,Saturday,19:02,Evening,Home & Kitchen,Mixing Bowls,1,Debit Card,349.80,349.80,0.25,349.55
178,VKPM_VVMID00477,Female,Visakhapatnam,PRE_PRCS0169256,14-01-2026,Wednesday,19:05,Evening,Apparel,Half Sleeve Shirts,3,Cash,438.10,1314.30,10.75,1303.55
179,SKLM_VVMID800940,Male,Srikakulam,PRE_PRCS0169656,24-12-2025,Wednesday,19:08,Evening,General Merchandise,"Cables (USB, HDMI, AUX)",1,Net Banking,360.80,360.80,0.25,360.55
180,VKPM_VVMID00480,Female,Visakhapatnam,PRE_PRCS0170056,10-01-2026,Saturday,19:11,Evening,Grocery & Staples,Vermicelli,2,Net Banking,120.00,240.00,5.75,234.25
181,VKPM_VVMID00483,Male,Visakhapatnam,PRE_PRCS0170456,15-01-2026,Thursday,19:14,Evening,Apparel,Sweatshirts,4,UPI,4495.40,17981.60,16.75,17964.85
182,DN_VVMID014725,Male,Dwaraka Nagar,PRE_PRCS0170856,29-12-2025,Monday,19:17,Evening,Personal Care,Body Wash/Shower Gel,2,Credit Card,328.80,657.60,5.75,651.85
183,MPM_VVMID27887,Male,Maddilapalem,PRE_PRCS0171256,30-12-2025,Tuesday,19:20,Evening,Personal Care,Body Scrub,2,Debit Card,189.70,379.40,5.75,373.65
184,MVPC_VVMID29371,Male,MVP Colony,PRE_PRCS0171656,31-12-2025,Wednesday,19:23,Evening,Personal Care,Talcum Powder,2,UPI,260.00,520.00,5.75,514.25
185,JMBJ_VVMID23275,Female,Jagadamba Junction,PRE_PRCS0172056,01-01-2026,Thursday,19:26,Evening,Personal Care,Antiseptic Liquid,2,UPI,189.50,379.00,5.75,373.25
186,VKPM_VVMID00486,Male,Visakhapatnam,PRE_PRCS0172456,11-01-2026,Sunday,19:29,Evening,Grocery & Staples,Pearl Millet,2,Cash,120.60,241.20,5.75,235.45
187,MPM_VVMID27893,Male,Maddilapalem,PRE_PRCS0172856,12-01-2026,Monday,19:32,Evening,Dairy & Frozen,Unsalted / White Butter,1,Debit Card,69.50,69.50,0.25,69.25
188,DN_VVMID014739,Female,Dwaraka Nagar,PRE_PRCS0173256,29-01-2026,Thursday,19:35,Evening,Fruits & Vegitables,Plum,2,Credit Card,120.00,240.00,5.75,234.25
189,VKPM_VVMID00489,Male,Visakhapatnam,PRE_PRCS0173656,02-01-2026,Friday,19:38,Evening,Personal Care,Bath Salt,2,Cash,120.90,241.80,5.75,236.05
190,VKPM_VVMID00492,Male,Visakhapatnam,PRE_PRCS0174056,21-12-2025,Sunday,19:41,Evening,Home & Kitchen,Measuring Cups/Spoons,1,Cash,45.80,45.80,0.25,45.55
191,VZNM_VVMID07049,Male,Vizianagaram,PRE_PRCS0174456,16-01-2026,Friday,19:44,Evening,Apparel,Hoodies,1,UPI,295.45,295.45,0.25,295.20
192,GJA_VVMID18285,Male,Gajuwaka,PRE_PRCS0174856,25-12-2025,Thursday,19:47,Evening,General Merchandise,"Batteries (AA, AAA, etc.)",1,UPI,50.00,50.00,0.25,49.75
193,VKPM_VVMID00495,Male,Visakhapatnam,PRE_PRCS0175256,03-01-2026,Saturday,19:50,Evening,Personal Care,Loofah/Scrubber,2,Debit Card,45.80,91.60,5.75,85.85
194,VKPM_VVMID00498,Male,Visakhapatnam,PRE_PRCS0175656,04-01-2026,Sunday,19:53,Evening,Personal Care,Body Oil,2,Cash,349.60,699.20,5.75,693.45
195,VKPM_VVMID00501,Male,Visakhapatnam,PRE_PRCS0176056,05-01-2026,Monday,19:56,Evening,Personal Care,Toothpaste,2,UPI,89.00,178.00,5.75,172.25
196,VKPM_VVMID00504,Female,Visakhapatnam,PRE_PRCS0176456,06-01-2026,Tuesday,19:59,Evening,Personal Care,Toothbrush,2,Net Banking,29.00,58.00,5.75,52.25
197,VKPM_VVMID00507,Male,Visakhapatnam,PRE_PRCS0176856,07-01-2026,Wednesday,20:02,Evening,Personal Care,Mouthwash,2,Cash,703.40,1406.80,5.75,1401.05
198,SKLM_VVMID800960,Female,Srikakulam,PRE_PRCS0177256,17-01-2026,Saturday,20:05,Evening,Apparel,"Jackets (Bomber, Denim, Leather)",1,Net Banking,1289.60,1289.60,0.25,1289.35
199,GJA_VVMID18295,Male,Gajuwaka,PRE_PRCS0177656,18-01-2026,Sunday,20:08,Evening,Apparel,Blazers,1,UPI,349.90,349.90,0.25,349.65
200,VKPM_VVMID00510,Male,Visakhapatnam,PRE_PRCS0178056,12-01-2026,Monday,20:11,Evening,Grocery & Staples,Sorghum / Jowar,2,UPI,365.90,731.80,5.75,726.05
201,MVPC_VVMID29375,Male,MVP Colony,PRE_PRCS0178456,13-01-2026,Tuesday,20:14,Evening,Dairy & Frozen,Cooking Butter,1,UPI,105.02,105.02,0.25,104.77
202,MPM_VVMID27899,Male,Maddilapalem,PRE_PRCS0178856,30-01-2026,Friday,20:17,Evening,Fruits & Vegitables,Indian Jujube (Ber),2,Debit Card,89.09,178.18,5.75,172.43
203,VKPM_VVMID00513,Female,Visakhapatnam,PRE_PRCS0179256,08-01-2026,Thursday,20:20,Evening,Personal Care,Dental Floss,2,UPI,122.14,244.28,5.75,238.53
204,VKPM_VVMID00516,Male,Visakhapatnam,PRE_PRCS0179656,22-12-2025,Monday,20:23,Evening,Home & Kitchen,Oil Dispensers,1,UPI,89.60,89.60,0.25,89.35
205,AN-VVMID007875,Male,Auto Nagar,PRE_PRCS0180056,19-01-2026,Monday,20:26,Evening,Apparel,Waistcoats,1,Cash,1899.00,1899.00,0.25,1898.75
206,SKLM_VVMID800980,Female,Srikakulam,PRE_PRCS0180456,01-01-2026,Thursday,20:29,Evening,Toys & Games,Chota Bheem toys & sword,1,Net Banking,92.46,92.46,0.25,92.21
207,GJA_VVMID18305,Male,Gajuwaka,PRE_PRCS0180856,30-12-2025,Tuesday,20:32,Evening,Toys & Games,Little Singham cycle & figures,1,UPI,45.80,45.80,0.25,45.55
208,AN-VVMID007889,Male,Auto Nagar,PRE_PRCS0181256,31-12-2025,Wednesday,20:35,Evening,Toys & Games,Doll House (3-4 feet plastic),1,Cash,329.50,329.50,0.25,329.25
209,GJA_VVMID18315,Male,Gajuwaka,PRE_PRCS0181656,01-01-2026,Thursday,20:38,Evening,Toys & Games,Cricket Set (plastic bat + ball),1,Credit Card,113.02,113.02,0.25,112.77
210,AN-VVMID007903,Male,Auto Nagar,PRE_PRCS0182056,02-01-2026,Friday,20:41,Evening,Toys & Games,"Football (size 5, Cosco/Nivia)",1,Debit Card,329.50,329.50,0.25,329.25
211,VKPM_VVMID00519,Male,Visakhapatnam,PRE_PRCS0182456,03-01-2026,Saturday,20:44,Evening,Toys & Games,Badminton set (2 rackets + shuttle),1,UPI,299.00,299.00,0.25,298.75
212,VKPM_VVMID00522,Male,Visakhapatnam,PRE_PRCS0182856,04-01-2026,Sunday,20:47,Evening,Toys & Games,UNO cards,1,UPI,128.90,128.90,0.25,128.65
213,NAD_VVMID30389,Male,NAD Junction,PRE_PRCS0183256,05-01-2026,Monday,20:50,Evening,Toys & Games,Jenga,1,Cash,979.20,979.20,0.25,978.95
214,DN_VVMID014753,Female,Dwaraka Nagar,PRE_PRCS0183656,06-01-2026,Tuesday,20:53,Evening,Toys & Games,Rubik’s Cube 3x3,1,Credit Card,319.94,319.94,0.25,319.69
215,MPM_VVMID27905,Male,Maddilapalem,PRE_PRCS0184056,07-01-2026,Wednesday,20:56,Evening,Toys & Games,Kitchen Set + Grocery Store combo,1,Debit Card,80.50,80.50,0.25,80.25
216,MVPC_VVMID29379,Female,MVP Colony,PRE_PRCS0184456,08-01-2026,Thursday,20:59,Evening,Toys & Games,Battery-operated Musical Piano (for toddlers),1,UPI,400.40,400.40,0.25,400.15
217,JMBJ_VVMID23294,Male,Jagadamba Junction,PRE_PRCS0184856,09-01-2026,Friday,21:02,Evening,Toys & Games,Teddy Bears (2–4 feet),1,UPI,128.90,128.90,0.25,128.65
218,VKPM_VVMID00525,Male,Visakhapatnam,PRE_PRCS0185256,10-01-2026,Saturday,21:05,Evening,Toys & Games,"Soft toys (Mickey, Minnie, Doraemon, Shinchan)",1,Cash,289.00,289.00,0.25,288.75
219,VKPM_VVMID00528,Male,Visakhapatnam,PRE_PRCS0185656,11-01-2026,Sunday,21:08,Evening,Toys & Games,Building Blocks (200–500 pcs plastic),1,Debit Card,3200.00,3200.00,0.25,3199.75
220,VKPM_VVMID00531,Male,Visakhapatnam,PRE_PRCS0186056,12-01-2026,Monday,21:11,Evening,Toys & Games,"Rattles & Teethers (Funskool, Ratna’s)",1,Cash,80.60,80.60,0.25,80.35
221,VKPM_VVMID00534,Female,Visakhapatnam,PRE_PRCS0186456,13-01-2026,Tuesday,21:14,Evening,Toys & Games,Funskool Giggles baby toys,1,UPI,199.00,199.00,0.25,198.75
222,VKPM_VVMID00537,Male,Visakhapatnam,PRE_PRCS0186856,14-01-2026,Wednesday,21:17,Evening,Toys & Games,Peppa Pig toys & figures,1,Net Banking,340.00,340.00,0.25,339.75
223,VKPM_VVMID00540,Male,Visakhapatnam,PRE_PRCS0187256,15-01-2026,Thursday,21:20,Evening,Toys & Games,Bluey plush & small playsets (newly popular),1,Cash,450.90,450.90,0.25,450.65
224,VKPM_VVMID00543,Female,Visakhapatnam,PRE_PRCS0187656,16-01-2026,Friday,21:23,Evening,Toys & Games,Bitzee Interactive Pet,1,UPI,480.00,480.00,0.25,479.75
225,VZNM_VVMID07057,Male,Vizianagaram,PRE_PRCS0188056,17-01-2026,Saturday,21:26,Evening,Toys & Games,Cookeez Makery Oven,2,UPI,104.78,209.56,5.75,203.81
226,SKLM_VVMID801000,Male,Srikakulam,PRE_PRCS0188456,18-01-2026,Sunday,21:29,Evening,Toys & Games,Magic Slate & Magnetic Drawing Board,2,Net Banking,45.80,91.60,5.75,85.85
227,GJA_VVMID18325,Male,Gajuwaka,PRE_PRCS0188856,19-01-2026,Monday,21:32,Evening,Toys & Games,Skipping Rope with counter,2,UPI,149.90,299.80,5.75,294.05
228,AN-VVMID007917,Male,Auto Nagar,PRE_PRCS0189256,20-01-2026,Tuesday,21:35,Evening,Toys & Games,Hula Hoop,2,Cash,373.78,747.56,5.75,741.81
229,GJA_VVMID18335,Male,Gajuwaka,PRE_PRCS0189656,21-01-2026,Wednesday,21:38,Evening,Toys & Games,Carrom Board (small & full size),2,Credit Card,4390.90,8781.80,5.75,8776.05
230,AN-VVMID007931,Male,Auto Nagar,PRE_PRCS0190056,22-01-2026,Thursday,21:41,Evening,Toys & Games,Chess Board (magnetic folding),2,Debit Card,89.82,179.64,5.75,173.89
231,VKPM_VVMID00546,Male,Visakhapatnam,PRE_PRCS0190456,23-01-2026,Friday,21:44,Evening,Toys & Games,"Puzzle sets (100–500 pieces – Disney, animals)",2,UPI,80.60,161.20,5.75,155.45
232,VKPM_VVMID00549,Female,Visakhapatnam,PRE_PRCS0190856,24-01-2026,Saturday,21:47,Evening,Toys & Games,"Funskool – Twister, Othello, Giggles range",2,UPI,189.00,378.00,5.75,372.25
233,NAD_VVMID30393,Male,NAD Junction,PRE_PRCS0191256,25-01-2026,Sunday,21:50,Evening,Toys & Games,"Ratna’s – Kitchen sets, Doctor sets, Ludo",2,Cash,80.60,161.20,5.75,155.45
234,DN_VVMID014767,Female,Dwaraka Nagar,PRE_PRCS0191656,26-01-2026,Monday,21:53,Evening,Toys & Games,"Frank – Puzzles, Educational charts",2,Credit Card,329.50,659.00,5.75,653.25
235,MPM_VVMID27911,Male,Maddilapalem,PRE_PRCS0192056,27-01-2026,Tuesday,21:56,Evening,Toys & Games,Skillmatics – Card games & activity mats,2,Debit Card,169.00,338.00,5.75,332.25
236,MVPC_VVMID29383,Male,MVP Colony,PRE_PRCS0192456,28-01-2026,Wednesday,10:07,Morning,Toys & Games,Smartivity – DIY STEM wooden kits,2,UPI,579.00,1158.00,5.75,1152.25
237,JMBJ_VVMID23313,Male,Jagadamba Junction,PRE_PRCS0192856,29-01-2026,Thursday,10:12,Morning,Toys & Games,"Desi Toys – Lattoo, Gilli Danda, Pambaram (traditional)",2,UPI,329.50,659.00,5.75,653.25
238,VKPM_VVMID00552,Male,Visakhapatnam,PRE_PRCS0193256,30-01-2026,Friday,10:17,Morning,Toys & Games,Cricket Bat (Kashmir Willow / English Willow),2,Cash,112.70,225.40,5.75,219.65
239,VKPM_VVMID00555,Female,Visakhapatnam,PRE_PRCS0193656,31-01-2026,Saturday,10:22,Morning,Toys & Games,Tennis Ball (Cosco/Nivia),2,Debit Card,640.00,1280.00,5.75,1274.25
240,VKPM_VVMID00558,Male,Visakhapatnam,PRE_PRCS0194056,30-01-2026,Friday,10:27,Morning,Toys & Games,Cricket Ball (leather - red/white),2,Cash,112.54,225.08,5.75,219.33
241,VKPM_VVMID00561,Male,Visakhapatnam,PRE_PRCS0194456,29-01-2026,Thursday,10:32,Morning,Toys & Games,Wicket Set (3 stumps + 2 bails),1,UPI,299.00,299.00,0.25,298.75
242,VKPM_VVMID00564,Female,Visakhapatnam,PRE_PRCS0194856,28-01-2026,Wednesday,10:37,Morning,Toys & Games,Cricket Kit Bag,1,Net Banking,112.86,112.86,0.25,112.61
243,VKPM_VVMID00567,Male,Visakhapatnam,PRE_PRCS0195256,27-01-2026,Tuesday,10:42,Morning,Toys & Games,Batting Gloves,1,Cash,699.90,699.90,0.25,699.65
244,VKPM_VVMID00570,Male,Visakhapatnam,PRE_PRCS0195656,26-01-2026,Monday,10:47,Morning,Toys & Games,Wicket Keeping Gloves,1,UPI,299.00,299.00,0.25,298.75
245,VZNM_VVMID07065,Male,Vizianagaram,PRE_PRCS0196056,25-01-2026,Sunday,10:52,Morning,Toys & Games,Leg Guard (pads),3,UPI,200.00,600.00,10.75,589.25
246,SKLM_VVMID801020,Male,Srikakulam,PRE_PRCS0196456,24-01-2026,Saturday,10:57,Morning,Toys & Games,Helmet,2,Net Banking,770.60,1541.20,5.75,1535.45
247,GJA_VVMID18345,Male,Gajuwaka,PRE_PRCS0196856,23-01-2026,Friday,11:02,Morning,Toys & Games,"Thigh Guard, Chest Guard, Arm Guard",2,UPI,299.00,598.00,5.75,592.25
248,AN-VVMID007945,Male,Auto Nagar,PRE_PRCS0197256,22-01-2026,Thursday,11:07,Morning,Toys & Games,Cricket Shoes (rubber spikes),3,Cash,113.18,339.54,10.75,328.79
249,GJA_VVMID18355,Male,Gajuwaka,PRE_PRCS0197656,21-01-2026,Wednesday,11:12,Morning,Toys & Games,Stumps (plastic practice set),1,Credit Card,280.00,280.00,0.25,279.75
250,AN-VVMID007959,Female,Auto Nagar,PRE_PRCS0198056,24-12-2025,Wednesday,11:17,Morning,General Merchandise,Stabilizers,1,Cash,1280.00,1280.00,0.25,1279.75
251,AN-VVMID007973,Male,Auto Nagar,PRE_PRCS0198456,20-01-2026,Tuesday,11:22,Morning,Toys & Games,Tennis Cricket Set (plastic bat + ball for kids),1,Debit Card,800.00,800.00,0.25,799.75
252,VKPM_VVMID00573,Female,Visakhapatnam,PRE_PRCS0198856,19-01-2026,Monday,11:27,Morning,Toys & Games,"Badminton Racket (Yonex, Li-Ning, Cosco)",1,UPI,120.00,120.00,0.25,119.75
253,VKPM_VVMID00576,Male,Visakhapatnam,PRE_PRCS0199256,18-01-2026,Sunday,11:32,Morning,Toys & Games,Shuttlecock (plastic / feather),1,UPI,2172.80,2172.80,0.25,2172.55
254,NAD_VVMID30397,Male,NAD Junction,PRE_PRCS0199656,17-01-2026,Saturday,11:37,Morning,Toys & Games,Badminton Net with stand,1,Cash,2500.80,2500.80,0.25,2500.55
255,GJA_VVMID18365,Male,Gajuwaka,PRE_PRCS0200056,20-01-2026,Tuesday,11:42,Morning,Apparel,Sweaters / Pullovers,2,Credit Card,3796.10,7592.20,5.75,7586.45
256,DN_VVMID014781,Male,Dwaraka Nagar,PRE_PRCS0200456,16-01-2026,Friday,11:47,Morning,Toys & Games,Badminton Shoes,2,Credit Card,3400.00,6800.00,5.75,6794.25
257,MPM_VVMID27917,Female,Maddilapalem,PRE_PRCS0200856,15-01-2026,Thursday,11:52,Morning,Toys & Games,Racket Bag/Cover,2,Debit Card,80.60,161.20,5.75,155.45
258,MVPC_VVMID29387,Male,MVP Colony,PRE_PRCS0201256,14-01-2026,Wednesday,11:57,Morning,Toys & Games,Grip Tape,2,UPI,130.00,260.00,5.75,254.25
259,JMBJ_VVMID23332,Male,Jagadamba Junction,PRE_PRCS0201656,13-01-2026,Tuesday,12:02,Afternoon,Toys & Games,"Badminton Racket (Yonex, Li-Ning, Cosco)",2,UPI,80.00,160.00,5.75,154.25
260,VKPM_VVMID00579,Female,Visakhapatnam,PRE_PRCS0202056,12-01-2026,Monday,12:07,Afternoon,Toys & Games,Shuttlecock (plastic / feather),2,Cash,2193.80,4387.60,5.75,4381.85
261,VKPM_VVMID00582,Male,Visakhapatnam,PRE_PRCS0202456,11-01-2026,Sunday,12:12,Afternoon,Toys & Games,Badminton Net with stand,2,Debit Card,2000.60,4001.20,5.75,3995.45
262,VKPM_VVMID00585,Male,Visakhapatnam,PRE_PRCS0202856,10-01-2026,Saturday,12:17,Afternoon,Toys & Games,Badminton Shoes,2,Cash,3400.00,6800.00,5.75,6794.25
263,VKPM_VVMID00588,Male,Visakhapatnam,PRE_PRCS0203256,09-01-2026,Friday,12:22,Afternoon,Toys & Games,Racket Bag/Cover,2,UPI,80.60,161.20,5.75,155.45
264,VKPM_VVMID00591,Male,Visakhapatnam,PRE_PRCS0203656,08-01-2026,Thursday,12:27,Afternoon,Toys & Games,Grip Tape,2,Net Banking,130.00,260.00,5.75,254.25
265,VKPM_VVMID00594,Male,Visakhapatnam,PRE_PRCS0204056,07-01-2026,Wednesday,12:32,Afternoon,Toys & Games,"Volleyball (Nivia, Cosco)",2,Cash,299.80,599.60,5.75,593.85
266,VKPM_VVMID00597,Male,Visakhapatnam,PRE_PRCS0204456,06-01-2026,Tuesday,12:37,Afternoon,Toys & Games,Volleyball Net with poles,2,UPI,899.50,1799.00,5.75,1793.25
267,VZNM_VVMID07073,Male,Vizianagaram,PRE_PRCS0204856,05-01-2026,Monday,12:42,Afternoon,Toys & Games,Knee Pads,1,UPI,80.50,80.50,0.25,80.25
268,SKLM_VVMID801040,Female,Srikakulam,PRE_PRCS0205256,04-01-2026,Sunday,12:47,Afternoon,Toys & Games,"Football (Size 3, 4, 5 – Nivia, Cosco, Adidas)",1,Net Banking,329.50,329.50,0.25,329.25
269,GJA_VVMID18375,Male,Gajuwaka,PRE_PRCS0205656,03-01-2026,Saturday,12:52,Afternoon,Toys & Games,Football Pump with needle,1,UPI,329.50,329.50,0.25,329.25
270,AN-VVMID007987,Female,Auto Nagar,PRE_PRCS0206056,02-01-2026,Friday,12:57,Afternoon,Toys & Games,Goal Post (portable mini),1,Cash,179.00,179.00,0.25,178.75
271,GJA_VVMID18385,Male,Gajuwaka,PRE_PRCS0206456,01-01-2026,Thursday,13:02,Afternoon,Toys & Games,Shin Guards,1,Credit Card,912.80,912.80,0.25,912.55
272,AN-VVMID008001,Male,Auto Nagar,PRE_PRCS0206856,31-12-2025,Wednesday,13:07,Afternoon,Toys & Games,Football Shoes (studs),1,Debit Card,329.50,329.50,0.25,329.25
273,VKPM_VVMID00600,Male,Visakhapatnam,PRE_PRCS0207256,30-12-2025,Tuesday,13:12,Afternoon,Toys & Games,Goalkeeper Gloves,1,UPI,179.00,179.00,0.25,178.75
274,VKPM_VVMID00603,Male,Visakhapatnam,PRE_PRCS0207656,29-12-2025,Monday,13:17,Afternoon,Toys & Games,Training Cones,1,UPI,539.00,539.00,0.25,538.75
275,GJA_VVMID18395,Female,Gajuwaka,PRE_PRCS0208056,25-12-2025,Thursday,13:22,Afternoon,General Merchandise,Calculators,1,Credit Card,200.50,200.50,0.25,200.25
